height,leftHipAngle,rightHipAngle,leftKneeAngle,RightKneeAngle,chestAngle,chestKneeAngle
0.958361,121.962,132.72,100.214,94.5826,177.338,104.728
0.95849,121.865,132.818,99.4778,94.5758,177.331,104.777
0.958029,121.756,132.861,99.5098,94.7875,177.33,104.799
0.958368,121.814,132.893,99.3415,94.6231,177.325,104.756
0.958048,121.711,132.977,99.149,94.6268,177.358,104.705
0.958282,121.631,133.071,98.5586,94.4939,177.357,104.755
0.958602,121.654,133.11,98.9272,94.3557,177.363,104.713
0.958588,121.616,133.187,98.9097,94.3273,177.37,104.695
0.958649,121.642,133.168,99.0144,94.2745,177.383,104.71
0.958676,121.501,133.38,98.7437,94.2116,177.393,104.694
0.959406,121.438,133.384,98.0315,93.7584,177.404,104.731
0.959563,121.189,133.464,98.6838,93.6683,177.436,104.772
0.9604,121.188,133.446,98.9303,93.2346,177.448,104.773
0.960747,121.225,133.421,98.9191,93.0641,177.457,104.775
0.96065,121.15,133.429,99.317,93.0668,177.467,104.831
0.960791,120.872,133.403,99.3265,92.9654,177.478,104.876
0.96173,120.876,133.4,99.4301,92.469,177.483,104.899
0.96181,120.64,133.413,100.004,92.409,177.485,104.927
0.961818,120.639,133.404,100.075,92.4219,177.488,104.928
0.960502,120.624,133.387,100.177,93.0876,177.49,104.935
0.96057,120.512,133.367,100.212,93.0602,177.503,104.959
0.960932,120.545,133.355,100.199,92.9529,177.477,104.984
0.960537,120.415,133.371,99.9702,93.1504,177.473,104.988
0.960678,120.412,133.365,100.173,93.1707,177.459,104.984
