height,leftHipAngle,rightHipAngle,leftKneeAngle,RightKneeAngle,chestAngle,chestKneeAngle
0.227209,79.7041,96.3676,151.447,101.666,137.748,156.089
0.226561,79.8337,96.4393,151.265,101.632,137.813,156.056
0.220281,80.3025,96.4954,151.43,102.458,138.761,155.345
0.222301,80.44,96.5686,151.124,102.653,138.629,155.351
0.224758,80.5975,96.0313,150.671,102.576,138.37,155.317
0.225711,80.7614,95.8469,150.639,102.537,138.21,155.439
0.224906,80.7777,95.8194,150.527,102.355,138.843,154.48
0.227843,80.7497,95.5452,150.113,102.328,138.442,154.751
0.227074,80.7853,95.5771,149.855,102.237,138.401,154.822
0.227207,81.0225,95.7943,149.207,102.512,138.196,154.976
0.227259,81.1526,95.9304,149.283,102.305,138.051,155.189
0.22435,81.0501,96.0583,148.998,102.286,138.818,154.053
0.226379,81.1695,95.9021,149.207,102.293,138.076,155.199
0.221961,81.2176,96.2812,149.07,102.508,139.304,153.524
0.224065,81.2541,97.0296,149.088,102.937,139.288,153.556
0.229231,81.2185,97.0135,149.228,103.12,138.668,154.367
0.227262,80.9935,97.0958,149.118,103.342,139.039,153.815
0.229433,80.9227,96.9345,149.201,103.109,139.454,153.035
0.230087,80.6629,97.7779,149.681,103.267,138.467,154.68
0.229522,80.6191,97.9461,149.841,103.463,138.3,154.88
0.227449,80.8026,97.7139,149.8,102.714,138.297,154.906
0.227421,80.7123,97.8275,149.802,102.712,138.29,154.902
0.226218,80.7394,97.8081,150.099,102.543,138.268,155.018
0.227142,80.617,97.3316,149.67,102.57,138.163,154.871
0.22662,80.7001,97.2482,149.577,102.51,138.157,154.915
0.225872,80.8763,96.9271,149.656,102.688,138.141,155.022
0.226153,80.7116,97.4305,149.925,103.163,138.115,155.176
0.226097,80.7638,97.6355,149.965,103.305,138.13,155.129
0.224865,80.9026,97.7285,149.805,102.884,138.116,155.187
0.224256,80.9145,97.8104,149.952,103.08,138.105,155.282
0.223206,80.91,98.0402,150.255,103.44,138.013,155.508
0.223066,80.8444,98.4831,150.538,103.558,138.047,155.478
0.223183,80.9574,98.6249,150.767,103.596,138.066,155.547
0.223845,81.0504,98.6911,150.675,103.788,138.072,155.5
0.223877,81.2606,98.6542,150.745,103.979,138.02,155.605
0.222428,81.4841,98.3325,150.9,103.915,137.968,155.881
0.221881,81.6133,98.2702,150.793,103.732,137.967,155.94
