height,leftHipAngle,rightHipAngle,leftKneeAngle,RightKneeAngle,chestAngle,chestKneeAngle
1.49382,112.364,84.2503,151.87,176.73,176.801,155.491
1.49399,112.383,84.2238,151.726,176.765,176.798,155.484
1.49408,112.405,84.2145,151.661,176.758,176.799,155.468
1.49427,112.418,84.3125,151.681,176.971,176.808,155.296
1.49487,112.565,84.2606,151.195,177.157,176.82,155.208
1.4946,112.574,84.2682,151.031,177.018,176.808,155.231
1.49464,112.482,84.2348,150.994,176.984,176.801,155.344
1.49476,112.481,84.375,151.165,177.189,176.803,155.202
1.49502,112.512,84.3963,151.101,177.216,176.8,155.151
1.49525,112.507,84.4464,151.139,177.274,176.794,155.157
1.49521,112.671,84.4619,150.547,177.151,176.786,155.098
1.49574,112.761,84.3777,150.35,177.377,176.793,155.067
1.49572,112.807,84.3815,150.313,177.319,176.803,155.043
1.49554,112.842,84.4133,150.239,177.259,176.807,154.998
1.49558,112.86,84.4689,150.069,177.214,176.809,154.976
1.49547,112.881,84.4569,150.017,177.214,176.807,154.959
1.49544,112.914,84.483,149.934,177.143,176.811,154.948
1.49543,112.904,84.5118,150.004,177.124,176.81,154.948
1.49541,112.896,84.5142,150.028,177.085,176.809,154.952
1.49566,112.867,84.4269,150.004,177.131,176.811,155.097
1.49564,112.8,84.3991,150.205,177.137,176.81,155.16
1.49554,112.857,84.3453,150.231,177.121,176.806,155.135
1.49565,112.869,84.2068,150.19,177.173,176.807,155.198
1.49518,112.855,84.2789,150.289,176.952,176.807,155.176
1.49506,112.625,84.2,150.695,176.928,176.803,155.338
1.49491,112.595,84.1616,150.628,176.874,176.805,155.419
1.49483,112.591,84.1448,150.61,176.861,176.799,155.448
1.49454,112.255,84.1056,151.429,176.795,176.784,155.682
1.49406,112.298,84.2299,151.271,176.607,176.763,155.65
1.49383,112.235,84.2483,151.221,176.554,176.762,155.702
1.49298,112.263,84.3881,151.213,176.292,176.747,155.642
1.49255,112.261,84.3216,151.216,176.231,176.728,155.704
1.49239,112.157,84.3672,151.337,176.226,176.71,155.815
1.49203,112.143,84.4416,151.241,176.177,176.697,155.796
1.4923,112.129,84.3291,151.447,176.335,176.699,155.84
1.49225,112.04,84.3167,151.661,176.341,176.697,155.897
1.49236,111.985,84.3865,151.747,176.404,176.673,155.924
1.49222,111.925,84.5287,151.791,176.454,176.669,155.984
1.49208,111.872,84.5241,151.8,176.452,176.659,155.969
1.49237,111.78,84.5808,151.967,176.527,176.652,156.059
1.49242,111.815,84.6339,151.939,176.587,176.63,156.035
1.49232,111.772,84.6951,152.008,176.57,176.61,156.074
1.49223,111.794,84.6591,152.07,176.6,176.608,156.03
1.49226,111.822,84.5783,152.105,176.557,176.591,156.059
1.49239,111.735,84.6328,151.906,176.533,176.592,156.101
1.49222,111.814,84.5158,151.915,176.549,176.566,156.092
1.49239,111.753,84.5872,151.942,176.508,176.554,156.143
1.49254,111.75,84.6006,151.896,176.52,176.531,156.18
1.49227,111.755,84.6974,151.883,176.364,176.496,156.11
1.49229,111.731,84.5726,151.837,176.352,176.482,156.223
1.49233,111.744,84.5676,151.78,176.355,176.473,156.24
1.49201,111.776,84.5435,151.644,176.157,176.46,156.343
1.49226,111.803,84.5184,151.666,176.179,176.443,156.341
1.49242,111.784,84.5361,151.648,176.194,176.428,156.397
1.49239,111.751,84.6189,151.634,176.201,176.407,156.439
1.49215,111.749,84.7549,151.653,176.05,176.395,156.411
1.49198,111.759,84.7956,151.595,176.015,176.393,156.435
1.49198,111.777,84.8138,151.717,176.097,176.399,156.437
1.49193,111.832,84.8456,151.714,176.154,176.402,156.42
1.4919,111.914,84.7942,151.939,176.277,176.387,156.418
1.49198,111.811,84.7722,152.534,176.367,176.374,156.492
1.49181,111.743,84.8207,153.023,176.371,176.378,156.592
1.49186,111.884,84.8777,152.963,176.471,176.378,156.494
1.49187,111.929,84.9161,152.907,176.601,176.374,156.459
1.49174,111.937,84.9203,153.029,176.609,176.356,156.461
1.49173,112.018,85.0225,153.042,176.669,176.35,156.406
1.49147,111.976,85.0404,153.288,176.747,176.35,156.414
1.49198,111.954,85.0886,153.258,177.001,176.327,156.449
1.49177,112.008,85.1155,153.199,177.024,176.32,156.391
1.49155,112.002,85.1378,153.199,176.932,176.288,156.444
1.49135,111.992,85.1558,153.278,176.885,176.282,156.453
1.491,111.91,85.1435,153.623,176.861,176.271,156.524
1.49104,112.001,85.1839,153.441,176.879,176.259,156.468
1.49102,111.978,85.2524,153.497,176.899,176.253,156.46
1.49093,111.919,85.2137,153.851,176.931,176.243,156.518
1.49085,111.912,85.2126,153.94,176.956,176.239,156.53
1.49034,111.898,85.394,153.9,176.583,176.233,156.508
1.49053,111.905,85.4065,153.845,176.624,176.229,156.506
1.49048,111.944,85.3817,153.726,176.619,176.23,156.52
1.49035,111.984,85.3019,153.648,176.597,176.226,156.544
1.49027,111.977,85.2808,153.725,176.57,176.22,156.572
1.49013,111.972,85.2697,153.729,176.52,176.217,156.593
1.49026,112.002,85.2461,153.706,176.597,176.214,156.613
1.4903,112.015,85.2539,153.661,176.605,176.215,156.599
1.49026,112.026,85.2489,153.622,176.586,176.218,156.596
1.49011,111.994,85.2561,153.653,176.574,176.219,156.617
1.48993,111.992,85.2532,153.721,176.554,176.222,156.625
1.48981,111.988,85.2414,153.722,176.509,176.223,156.643
1.48961,112.02,85.2551,153.655,176.391,176.227,156.597
1.48965,112.015,85.2813,153.625,176.376,176.232,156.587
1.48965,112.012,85.2881,153.515,176.383,176.237,156.595
1.48868,111.872,85.5676,153.921,175.794,176.246,156.569
1.4888,111.884,85.5384,153.937,175.887,176.253,156.563
1.4888,111.904,85.5257,153.953,175.894,176.259,156.538
1.48873,111.917,85.4739,154.084,175.913,176.266,156.548
1.48864,111.94,85.5423,154.03,175.825,176.27,156.491
1.4887,111.92,85.4682,154.081,175.943,176.275,156.535
1.48911,111.946,85.4054,154.011,176.156,176.279,156.529
1.48916,111.949,85.3771,153.936,176.167,176.287,156.537
1.48889,111.96,85.3646,153.862,176.027,176.297,156.53
1.48899,111.989,85.3453,153.754,176.086,176.302,156.516
1.48908,112.01,85.3095,153.62,176.129,176.31,156.529
1.48911,112.05,85.3121,153.475,176.13,176.318,156.508
1.48934,112.046,85.3053,153.486,176.235,176.321,156.51
1.48947,112.059,85.3307,153.437,176.23,176.322,156.505
1.48963,112.073,85.3194,153.402,176.272,176.323,156.501
1.48957,112.071,85.2859,153.32,176.21,176.32,156.519
1.48963,112.064,85.3848,153.244,176.156,176.325,156.491
1.48972,112.115,85.3077,153.176,176.233,176.32,156.461
1.48994,112.094,85.3344,153.145,176.285,176.32,156.473
1.49007,112.135,85.3415,152.996,176.272,176.324,156.456
1.49011,112.122,85.3349,152.959,176.257,176.33,156.453
1.48998,112.102,85.5541,152.984,176.019,176.333,156.386
1.49001,112.121,85.53,152.91,176.013,176.332,156.386
1.48992,112.125,85.6364,152.804,175.887,176.332,156.35
1.49022,112.148,85.6076,152.708,175.96,176.328,156.366
1.49041,112.141,85.5809,152.854,176.017,176.329,156.371
1.49056,112.157,85.4967,152.732,176.088,176.325,156.379
1.49062,112.142,85.4823,152.672,176.104,176.328,156.381
1.49068,112.151,85.4036,152.52,176.119,176.315,156.393
1.49083,112.044,85.4059,152.509,176.085,176.304,156.459
1.4908,112.035,85.6115,152.406,176.081,176.297,156.282
1.4911,112.04,85.5466,152.267,176.162,176.295,156.302
1.49103,112.1,85.4193,152.169,176.198,176.28,156.3
1.4909,112.106,85.4255,152.035,176.219,176.266,156.23
1.49081,112.134,85.4246,151.832,176.217,176.253,156.135
1.49148,112.123,85.359,151.737,176.497,176.255,156.163
1.4914,112.153,85.236,151.669,176.521,176.244,156.211
1.49144,112.178,85.193,151.602,176.495,176.235,156.228
1.49183,112.234,85.1564,151.525,176.618,176.228,156.195
1.49194,112.186,85.1481,151.512,176.605,176.226,156.246
1.49182,112.252,85.1153,151.385,176.508,176.215,156.235
1.49195,112.239,85.0902,151.36,176.542,176.209,156.267
1.49184,112.257,85.095,151.336,176.465,176.21,156.257
1.49192,112.302,85.0612,151.301,176.489,176.206,156.246
1.49208,112.284,85.0318,151.353,176.488,176.201,156.287
1.49213,112.285,84.9816,151.358,176.512,176.2,156.311
1.49222,112.3,84.965,151.413,176.539,176.2,156.316
1.49228,112.327,84.951,151.354,176.55,176.2,156.305
1.49231,112.354,84.9256,151.352,176.589,176.202,156.302
1.49238,112.346,84.9092,151.356,176.609,176.204,156.303
1.4924,112.35,84.8861,151.432,176.619,176.208,156.306
1.49244,112.347,84.8984,151.415,176.667,176.207,156.304
1.49247,112.354,84.8829,151.501,176.698,176.208,156.294
1.49244,112.369,84.8835,151.547,176.676,176.205,156.274
1.49167,112.332,85.0535,151.543,176.195,176.201,156.225
1.49144,112.337,85.0726,151.53,176.075,176.199,156.222
1.49186,112.301,85.0066,151.712,176.322,176.2,156.244
1.49216,112.294,85.0163,151.706,176.42,176.204,156.243
1.49176,112.315,85.1157,151.702,176.133,176.206,156.169
1.49139,112.329,85.0074,151.935,176.037,176.213,156.297
1.49136,112.346,84.9529,151.862,176.062,176.216,156.321
1.49129,112.331,84.9878,151.934,176.042,176.21,156.337
1.49114,112.34,84.9456,151.949,175.996,176.207,156.365
1.4915,112.336,84.9323,152.075,176.174,176.218,156.354
1.49124,112.391,84.8808,152.02,176.151,176.229,156.363
1.49113,112.397,84.9344,152.067,176.217,176.229,156.367
1.49125,112.463,84.9165,151.899,176.253,176.231,156.344
1.49139,112.454,84.8974,151.845,176.343,176.236,156.356
1.4913,112.204,84.9536,152.474,176.324,176.24,156.485
1.49137,112.256,85.0448,152.454,176.372,176.247,156.436
1.49154,112.246,85.1285,152.475,176.477,176.248,156.419
1.49151,112.203,85.1036,152.707,176.52,176.245,156.473
1.49138,112.216,85.0682,152.825,176.572,176.242,156.484
1.49047,112.165,85.1655,152.955,176.306,176.237,156.433
1.49021,112.152,85.2345,153.069,176.387,176.221,156.475
1.49,112.108,85.2077,153.182,176.324,176.212,156.533
1.49003,112.174,85.1455,153.291,176.486,176.216,156.522
1.49023,112.219,85.1294,153.252,176.65,176.23,156.458
1.49037,112.221,85.3145,153.218,176.673,176.222,156.446
1.49042,112.196,85.3293,153.412,176.741,176.239,156.471
1.49018,112.256,85.2829,153.399,176.712,176.243,156.481
1.49012,112.254,85.2909,153.335,176.728,176.234,156.47
1.49003,112.246,85.3123,153.389,176.714,176.223,156.504
1.48993,112.135,85.365,153.574,176.703,176.212,156.559
1.48999,112.116,85.3636,153.583,176.745,176.207,156.582
1.49006,112.137,85.3621,153.623,176.789,176.202,156.588
1.49002,112.161,85.3444,154.002,176.8,176.196,156.601
1.48989,112.221,85.3152,153.929,176.818,176.191,156.588
1.49004,112.279,85.3834,153.835,176.865,176.196,156.55
1.49002,112.318,85.3734,153.779,176.873,176.187,156.528
1.48982,112.34,85.3485,153.912,176.869,176.192,156.55
1.48977,112.394,85.3346,153.901,176.878,176.194,156.528
1.48957,112.379,85.3195,153.732,176.862,176.191,156.603
1.48922,112.399,85.3703,153.805,176.847,176.192,156.457
1.48923,112.579,85.3298,153.432,176.898,176.191,156.381
1.48929,112.614,85.3411,153.484,176.979,176.195,156.354
1.48934,112.594,85.4169,153.453,177.005,176.202,156.341
1.48914,112.545,85.4235,153.568,176.985,176.201,156.381
1.48901,112.587,85.465,153.599,176.928,176.2,156.311
1.48914,112.626,85.442,153.516,177.017,176.2,156.298
1.48912,112.498,85.4604,153.82,177.035,176.198,156.374
1.48919,112.456,85.4704,153.814,177.109,176.199,156.38
1.48923,112.462,85.4444,153.826,177.13,176.198,156.388
1.48928,112.48,85.4081,153.957,177.201,176.193,156.386
1.48936,112.443,85.4342,154.044,177.191,176.193,156.394
1.48919,112.417,85.4542,154.024,177.081,176.193,156.414
1.48921,112.396,85.4668,153.991,177.074,176.195,156.418
1.48915,112.261,85.512,154.097,177.032,176.195,156.442
1.48915,112.205,85.527,154.178,177.038,176.193,156.472
1.48925,112.24,85.4924,154.074,177.114,176.192,156.458
1.4893,112.218,85.5287,154.268,177.117,176.192,156.466
1.48938,112.201,85.55,154.261,177.141,176.193,156.492
1.48881,112.199,85.724,154.254,176.801,176.185,156.417
1.48902,112.207,85.7335,154.18,176.908,176.18,156.401
1.4892,112.214,85.7012,154.063,176.967,176.177,156.43
1.4893,112.222,85.7017,154.07,176.988,176.177,156.45
1.48936,112.316,85.714,153.695,176.924,176.172,156.405
1.48902,112.28,85.9308,153.757,176.554,176.17,156.33
1.48931,112.285,85.9015,153.717,176.546,176.172,156.376
1.48936,112.398,85.7719,153.7,176.599,176.174,156.323
1.48935,112.397,85.7591,153.624,176.522,176.171,156.311
1.48923,112.416,85.5575,153.552,176.607,176.16,156.313
1.4893,112.424,85.5287,153.488,176.558,176.165,156.302
1.48931,112.485,85.3841,153.412,176.546,176.159,156.297
1.48947,112.461,85.3507,153.425,176.52,176.175,156.328
1.48976,112.445,85.3419,153.419,176.557,176.189,156.352
1.4898,112.486,85.2504,153.319,176.597,176.199,156.328
1.49003,112.514,85.2241,153.308,176.583,176.208,156.338
1.49011,112.507,85.3395,153.248,176.394,176.221,156.297
1.49008,112.476,85.3239,153.15,176.42,176.237,156.328
1.49022,112.457,85.3023,153.068,176.524,176.241,156.349
1.49017,112.416,85.2976,152.926,176.521,176.259,156.344
1.49015,112.414,85.291,152.763,176.529,176.261,156.374
1.48963,112.393,85.4753,152.774,176.292,176.262,156.223
1.48955,112.481,85.4963,152.672,176.189,176.258,156.124
1.48963,112.501,85.5144,152.713,176.073,176.251,156.101
1.48998,112.512,85.453,152.624,176.181,176.251,156.112
1.49044,112.458,85.4864,152.625,176.296,176.254,156.18
1.49039,112.415,85.5526,152.673,176.248,176.257,156.187
1.49041,112.45,85.4486,152.786,176.288,176.251,156.212
1.49036,112.387,85.4246,152.85,176.299,176.246,156.254
1.49057,112.4,85.391,152.83,176.352,176.249,156.225
1.49049,112.422,85.2676,152.793,176.446,176.24,156.211
1.49048,112.475,85.0783,152.791,176.531,176.23,156.177
1.49046,112.559,85.1042,152.742,176.377,176.218,156.022
1.49037,112.605,85.0403,152.646,176.355,176.222,156.028
1.49055,112.546,84.9768,152.771,176.56,176.232,156.1
1.49042,112.486,85.1177,152.82,176.445,176.233,155.996
1.49055,112.416,85.0627,152.832,176.388,176.243,156.094
1.49075,112.371,84.9737,152.858,176.453,176.252,156.115
1.49016,112.344,85.1014,152.689,176.135,176.268,156.096
1.49039,112.389,85.0335,152.624,176.197,176.287,156.081
1.4904,112.419,84.9876,152.55,176.232,176.299,156.084
1.49017,112.414,85.074,152.579,176.239,176.303,155.995
1.49007,112.432,85.0386,152.591,176.277,176.312,155.96
1.49001,112.425,84.9464,152.57,176.284,176.32,156.032
1.49036,112.459,84.8436,152.546,176.404,176.331,156.063
1.49048,112.407,84.8764,152.57,176.452,176.345,156.081
1.49062,112.398,84.8534,152.509,176.461,176.351,156.101
1.49078,112.309,84.8551,152.543,176.476,176.347,156.178
1.49082,112.314,84.8239,152.462,176.539,176.357,156.169
1.49057,112.326,84.8049,152.432,176.481,176.359,156.165
1.49057,112.348,84.7471,152.399,176.284,176.358,156.215
1.49053,112.405,84.6911,152.297,176.241,176.358,156.212
1.49052,112.417,84.6659,152.17,176.23,176.364,156.195
1.49055,112.39,84.6618,152.207,176.212,176.372,156.207
1.4902,112.374,84.9131,152.253,176.089,176.37,156.03
1.49013,112.343,84.8777,152.242,176.023,176.372,156.104
1.49028,112.323,84.8647,152.304,176.044,176.38,156.126
1.49054,112.307,84.8801,152.289,176.082,176.38,156.145
1.49061,112.305,84.8851,152.177,176.04,176.385,156.177
1.49088,112.297,84.8911,152.138,176.116,176.386,156.183
1.49082,112.271,84.9135,152.099,176.082,176.387,156.196
1.49082,112.238,84.939,152.105,176.052,176.39,156.225
1.4896,112.132,84.9752,152.462,176.064,176.385,156.208
1.48893,112.026,85.0694,152.863,176.127,176.39,156.301
1.4884,112.072,85.2252,152.857,175.849,176.398,156.206
1.4885,112.047,85.2351,152.895,175.911,176.399,156.192
1.48865,112.086,85.1809,152.854,176.025,176.413,156.237
1.48825,112.026,85.1394,153.015,176.101,176.42,156.296
1.4879,111.927,85.2541,153.209,175.93,176.425,156.268
1.48811,111.934,85.2044,153.222,176.033,176.434,156.297
1.48803,111.976,85.3005,153.224,175.904,176.448,156.214
1.48781,112.012,85.2562,153.242,175.928,176.457,156.163
1.48824,112.002,85.1565,153.286,176.202,176.477,156.175
1.48831,111.997,85.1584,153.324,176.244,176.491,156.175
1.4884,112.039,85.0945,153.263,176.254,176.511,156.258
1.48829,112.011,85.0945,153.399,176.287,176.519,156.271
1.48826,112.047,85.0724,153.368,176.344,176.535,156.202
1.48783,112.028,85.1232,153.395,176.244,176.548,156.133
1.4878,112.028,85.1632,153.392,176.262,176.561,156.079
1.48797,112.018,85.247,153.492,176.227,176.571,156.056
1.48806,111.974,85.2825,153.573,176.22,176.592,156.003
1.48872,111.896,85.3276,153.582,176.211,176.609,155.953
1.48902,111.867,85.2877,153.815,176.506,176.64,155.982
1.49047,111.625,85.5254,154.078,176.531,176.633,156.021
1.49323,111.631,85.5872,153.914,176.594,176.628,155.941
1.49531,111.693,85.6952,153.921,176.704,176.615,155.876
1.4963,111.683,85.7201,154.332,176.798,176.629,155.923
1.49813,111.746,85.7166,154.437,176.801,176.639,155.842
1.50153,111.756,85.9123,154.491,176.904,176.665,155.741
1.5023,111.69,86.2115,154.574,177.012,176.701,155.641
1.50329,111.864,86.2519,154.663,177.057,176.733,155.598
1.50501,111.81,86.4915,154.682,177.088,176.769,155.546
1.50462,112.356,86.2299,155.249,176.989,176.851,155.573
1.50462,112.325,87.0622,155.453,176.374,176.899,155.319
1.50493,112.164,87.6252,155.802,176.155,176.952,155.39
1.50587,111.967,88.1445,155.916,175.735,177.005,155.381
1.50699,111.86,88.4384,156.046,175.503,177.034,155.434
1.50633,111.329,88.7526,156.325,175.019,176.983,155.877
1.50619,110.661,89.4031,156.903,174.258,176.988,156.217
1.50554,109.721,89.9275,157.763,173.719,177.012,156.957
1.50393,109.677,89.6708,158.32,173.194,176.997,157.291
1.50272,109.585,89.0217,158.72,172.765,176.977,157.869
1.50189,109.329,88.6817,159.216,172.222,176.881,158.894
1.50011,109.267,87.7545,159.696,171.46,176.717,160.333
1.49708,108.311,88.1465,160.301,170.964,176.715,160.857
1.49669,107.246,88.9193,161.324,169.732,176.676,162.38
1.49705,106.818,89.3368,161.997,168.394,176.752,162.639
1.49751,106.49,89.9466,162.508,167.236,176.827,162.834
1.49839,106.043,90.8142,162.946,165.786,176.89,162.709
1.49744,106.011,91.3936,163.332,164.099,176.928,162.63
1.50316,105.655,92.7958,164.327,164.483,176.969,162.667
1.50223,105.277,93.1457,164.438,164.029,176.797,163.545
1.50379,104.958,93.9285,164.528,163.903,176.896,163.863
1.5029,104.696,94.5547,164.983,163.504,176.846,164.331
1.50251,104.192,94.6873,165.973,163.256,176.931,164.554
1.50068,104.011,94.3072,166.498,162.895,177.033,164.35
1.49634,104.338,93.0984,165.352,162.851,177.197,163.57
1.4942,103.911,92.6435,166.396,162.946,177.295,163.272
1.49429,103.798,92.1913,167.122,162.952,177.414,163.01
1.49293,103.377,91.8396,169.016,162.238,177.798,162.031
1.49178,103.217,91.9754,169.013,161.751,177.913,161.438
1.49053,102.85,92.6683,169.851,160.934,178.07,160.808
1.4894,102.496,93.3216,170.58,160.147,178.175,160.33
1.48737,102.146,93.8727,172.218,159.58,178.182,160.498
1.48562,103.499,94.4834,169.834,158.6,178.082,160.821
1.48343,104.179,95.0961,169.771,157.98,178.015,160.839
1.48298,104.936,95.6103,166.305,157.58,178.02,161.017
1.48416,105.287,95.8977,165.976,157.527,177.984,161.2
1.48703,105.292,96.1244,167.151,157.34,178.021,161.618
1.48711,104.553,96.168,169.804,157.231,178.038,162.088
1.4875,103.45,96.459,171.995,156.979,178.075,161.761
1.48661,102.755,96.8006,175.699,156.555,178.069,161.609
1.48617,102.65,97.0097,176.045,156.345,178.065,161
1.48531,102.493,97.2868,175.288,156.181,178.046,160.224
1.48474,102.829,97.225,175.005,156.558,178,159.895
1.48344,103.254,97.2395,174.474,156.499,177.942,159.53
1.48256,103.443,97.207,173.489,156.545,177.866,159.404
1.48154,103.744,97.1516,172.952,156.622,177.809,159.406
1.48062,103.981,97.074,172.117,156.824,177.736,159.487
1.48006,104.29,96.5367,171.461,157.904,177.66,159.856
1.47909,104.702,96.6136,171.184,157.956,177.608,159.926
1.47832,105.134,96.7423,171.651,158.046,177.549,160.032
1.47737,105.91,96.8098,172.141,158.166,177.496,160.138
1.47621,106.683,96.8691,173.012,158.236,177.415,160.351
1.476,106.866,96.844,172.828,158.125,177.329,160.526
1.47608,107.211,96.7693,172.825,158.226,177.249,160.73
1.47639,106.559,96.8428,172.53,158.183,177.124,160.722
1.47753,105.992,96.9221,172.163,158.267,177.012,160.668
1.47928,105.751,96.9418,171.751,158.219,176.894,160.615
1.48051,105.611,97.0916,171.662,158.185,176.803,160.812
1.48166,105.741,97.1753,171.594,158.084,176.735,161.03
1.48246,106.124,97.0333,171.55,157.989,176.681,161.172
1.48524,106.202,96.0531,171.628,159.994,176.896,161.338
1.48634,105.997,96.0841,171.487,159.906,176.757,161.646
1.48727,105.821,95.8302,171.334,160.261,176.682,161.831
1.48817,105.764,95.6523,171.19,160.587,176.644,162.033
1.48979,105.43,95.5095,171.085,161.097,176.624,162.168
1.49088,105.022,95.2629,170.982,161.29,176.641,162.31
1.49222,104.564,95.1452,170.681,161.646,176.66,162.395
1.49359,104.106,95.0819,170.981,161.616,176.75,162.56
1.49533,103.877,95.2027,171.326,161.365,176.846,162.483
1.49778,103.498,95.0878,171.365,161.674,176.998,162.427
1.4995,103.199,95.0348,171.549,161.286,177.17,162.258
1.50262,102.807,95.0472,171.842,161.624,177.3,161.984
1.50435,102.327,95.2697,171.762,161.098,177.472,161.537
1.50655,102.19,95.0793,171.708,161.331,177.596,161.274
1.50774,102.417,94.9175,171.939,161.457,177.716,161.164
1.50847,102.504,94.7623,171.991,161.632,177.82,160.999
1.50971,102.558,94.9083,172.254,161.291,177.861,161.085
1.51105,103.416,95.151,173.637,160.885,177.685,162.005
1.5083,104.137,95.2695,173.892,160.133,177.566,162.268
1.50721,104.189,96.0989,174.024,159.292,177.286,162.475
1.50327,105.647,96.0517,174.298,158.742,177.206,162.668
1.50204,105.886,96.8167,174.614,158.058,177.106,162.528
1.50159,106.016,97.2353,174.897,159.633,177.038,162.514
1.49738,105.647,99.0481,176.469,162.812,176.714,163.182
1.4983,105.274,100.054,176.915,161.663,176.643,163.245
1.49706,104.975,100.164,176.991,162.287,176.582,163.644
1.4964,104.576,101.368,176.657,161.28,176.613,163.123
1.49636,104.612,102.444,176.883,159.953,176.643,162.662
1.49657,104.549,102.977,176.801,160.487,176.652,162.705
1.49685,104.737,103.137,176.812,160.892,176.7,162.755
1.49843,104.799,104.098,176.801,159.95,176.829,162.476
1.49891,105.289,103.656,176.773,160.037,176.911,162.712
1.49903,105.798,103.89,176.842,159.257,176.933,162.62
1.49902,106,103.877,177.003,159.107,176.976,162.633
1.49848,106.572,103.746,177.171,158.919,177.025,162.757
1.49792,106.475,103.823,176.522,158.901,176.995,162.489
1.4975,106.565,103.727,176.414,158.842,177.012,162.528
1.4988,106.667,102.962,175.867,158.53,176.964,162.985
1.49818,107.024,102.394,176.148,159.255,176.918,163.322
1.4974,107.144,101.939,175.141,159.41,176.897,163.505
1.49714,107.361,101.278,174.843,159.963,176.882,163.854
1.49768,107.166,100.78,174.035,160.045,176.863,164.069
1.49776,107.009,100.475,173.6,160.163,176.867,164.215
1.49775,106.874,100.395,173.2,160.247,176.85,164.247
1.49836,106.875,99.9241,173.256,160.775,176.844,164.426
1.49757,106.754,99.9041,173.341,161.578,176.84,164.399
1.49823,106.716,100.044,173.381,161.096,176.839,164.403
1.49826,106.687,100.609,173.281,160.22,176.807,164.22
1.49812,106.553,100.742,173.081,160.081,176.79,164.161
1.49785,106.508,100.756,173.031,160.05,176.764,164.175
1.49776,106.397,100.674,173.03,160.173,176.739,164.232
1.49777,106.393,100.563,173.122,160.147,176.716,164.275
1.49812,106.336,100.214,173.026,160.303,176.693,164.399
1.49789,106.313,100.139,172.81,160.396,176.663,164.444
1.49822,106.262,99.9699,173.267,160.495,176.637,164.524
1.49794,106.536,99.4845,173.867,161.072,176.582,165.046
1.49788,106.383,99.1918,173.757,161.531,176.533,165.208
1.49823,106.318,99.1891,173.799,161.535,176.484,165.226
1.49871,106.261,99.1517,173.831,161.368,176.445,165.271
1.49892,106.149,99.4021,173.772,161.302,176.405,165.202
1.49877,106.126,99.1307,173.992,161.778,176.353,165.318
1.49899,106,99.056,173.925,161.957,176.309,165.338
1.49895,106.08,98.8333,174.148,162.159,176.258,165.401
1.49913,106.114,98.7526,173.812,162.069,176.203,165.426
1.49899,106.18,98.7772,173.768,162.081,176.166,165.415
1.49882,106.23,98.7053,173.953,162.223,176.13,165.402
1.4988,106.439,98.6228,173.99,162.302,176.09,165.417
1.49886,106.578,98.5437,173.621,162.24,176.056,165.433
1.49874,106.643,98.4794,173.534,162.332,176.026,165.48
1.49822,106.642,98.4284,173.349,162.435,176.013,165.532
1.49816,106.677,98.1746,173.546,162.272,175.993,165.608
1.49798,106.677,98.3696,173.45,161.791,175.975,165.447
1.49784,106.618,98.3331,173.332,161.83,175.949,165.466
1.49743,106.531,98.3269,167.802,161.978,175.933,165.476
1.49731,106.52,98.2921,162.698,161.961,175.913,165.5
1.49663,106.529,98.0444,162.789,162.1,175.898,165.656
1.49661,106.517,98.0459,172.237,162.039,175.884,165.666
1.4963,106.553,98.1033,172.291,161.917,175.876,165.637
1.49595,106.619,98.4622,172.526,161.997,175.875,165.515
1.49571,106.691,98.4496,172.735,162.185,175.869,165.555
1.49562,106.718,98.6351,172.836,162.156,175.868,165.494
1.49567,106.746,98.3607,172.86,162.172,175.875,165.555
1.49565,106.773,98.3268,172.922,162.17,175.879,165.578
1.49591,106.883,98.063,172.929,161.829,175.884,165.645
1.49589,106.784,98.2227,172.808,161.426,175.884,165.41
1.49604,106.824,98.1632,172.876,161.058,175.898,165.37
1.49621,106.993,98.269,167.537,160.79,175.918,165.187
1.49534,107.132,98.1142,163.835,161.157,175.952,165.081
1.49529,107.251,97.8722,163.476,160.649,176.006,164.943
1.49516,107.177,97.9081,163.441,160.465,176.125,164.601
1.4938,106.949,97.7125,167.236,159.936,176.281,164.151
1.49432,106.726,97.2927,174.448,158.47,176.436,163.978
1.49274,106.747,97.5051,175.007,157.193,176.654,163.392
1.49098,106.578,97.2468,174.88,156.266,176.848,162.94
1.48953,106.504,97.6849,174.963,155.011,177.022,162.245
1.48732,106.447,97.7729,174.917,154.157,177.206,161.766
1.48524,106.504,97.2559,174.899,153.423,177.333,161.615
1.48433,106.165,97.1478,174.75,152.759,177.487,161.189
1.48366,106.088,97.008,174.762,152.872,177.627,160.958
1.48351,106.12,97.3668,175.217,153.122,177.702,160.742
1.48391,106.128,98.0416,175.237,152.867,177.754,160.395
1.48159,106.321,97.8042,175.076,154.345,177.813,160.438
1.48171,106.6,98.1213,175.141,156.212,177.827,160.648
1.4819,106.526,98.1129,174.37,157.956,177.816,160.964
1.48208,106.388,98.1744,173.485,159.412,177.759,161.559
1.48494,106.875,97.6641,173.283,161.064,177.658,162.8
1.48626,107.466,97.99,173.094,161.769,177.566,163.305
1.48812,107.564,98.5245,173.079,161.232,177.47,163.439
1.48951,107.479,98.6725,173.07,161.155,177.413,163.552
1.49045,107.383,98.5302,173.14,161.712,177.312,163.882
1.4915,107.139,98.4786,172.471,162.152,177.22,164.104
1.49252,107.038,98.5768,172.104,162.014,177.118,164.193
